delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,key_resp.keys,key_resp.rt,sound_1.started,text.started,textbox.started,button.started,textbox.text,button.numClicks,button.timesOn,button.timesOff,sound_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.4,1000,exp,3,7,43,10,227.07368508399998,228.063559209,228.063559209,228.063559209,space,0.5180220419999841,228.9954567916666,229.328257334,229.328257334,229.328257334,200,44,"[3.9612834580000253, 3.3855182500000183, 2.205716209000002, 2.3895200000000614, 2.880322417000002, 2.6793477919999305, 2.6689032079999606, 2.153580624999904, 2.8577587500000163, 2.798388791999969, 1.8957115829999793, 2.5001290410000365, 3.1194625839999617, 2.141895708999982, 1.8345965409999963, 2.3593643330000305, 1.8117736670000113, 1.918233999999984, 3.4982977079999955, 2.6181871250000768, 1.9715783750000355, 2.438444666999999, 4.389764749999927, 2.813137875000052, 1.8499312499999405, 1.8309546670000145, 2.2108029170000236, 1.9936957080000184, 1.55305070899999, 3.923274458999913, 5.6079955829999335, 2.862004707999972, 3.73382704200003, 5.503259500000013, 4.781252957999982, 2.6593345409999074, 1.9816687920000504, 1.6915099169999621, 2.0239914580000686, 2.9501547500000243, 1.483794458000034, 2.0568435830000453, 2.450641874999974, 1.8197601250000162]","[3.9612862500000574, 3.385520917000008, 2.205719042000055, 2.389522750000083, 2.8803254580000157, 2.679350541999952, 2.668905957999982, 2.1535833339999044, 2.8577617500000088, 2.7983922079999957, 1.8957142079999585, 2.5001316249999945, 3.1194655000000466, 2.141897874999927, 1.834599207999986, 2.359367249999991, 1.8117764170000328, 1.918236458000024, 3.4983008330000303, 2.6181898330000877, 1.9715813340000068, 2.4384476669999913, 4.389767708000022, 2.8131406669999706, 1.8499339579999514, 1.8309580420000202, 2.210805583000024, 1.9936986250000928, 1.5530533339999693, 3.923277124999913, 5.607998707999968, 2.8620073329999514, 3.7338302090000752, 5.5032624169999735, 4.781255708000003, 2.659338790999982, 1.9816717500000323, 1.6915127500000153, 2.023994249999987, 2.9501576659999955, 1.4837971670000343, 2.0568468330000087, 2.450644665999903, 1.8197631670000192]",229.328257334,1,001,2023-11-09_11h08.52.731,Intentional_binding,2022.2.5,None,
0.4,400,unexp,3,8,44,1,231.14043804200003,232.12980133400004,232.12980133400004,232.12980133400004,space,0.31528624999998556,232.8576808756666,233.19293416699998,233.19293416699998,233.19293416699998,200,45,"[3.9612834580000253, 3.3855182500000183, 2.205716209000002, 2.3895200000000614, 2.880322417000002, 2.6793477919999305, 2.6689032079999606, 2.153580624999904, 2.8577587500000163, 2.798388791999969, 1.8957115829999793, 2.5001290410000365, 3.1194625839999617, 2.141895708999982, 1.8345965409999963, 2.3593643330000305, 1.8117736670000113, 1.918233999999984, 3.4982977079999955, 2.6181871250000768, 1.9715783750000355, 2.438444666999999, 4.389764749999927, 2.813137875000052, 1.8499312499999405, 1.8309546670000145, 2.2108029170000236, 1.9936957080000184, 1.55305070899999, 3.923274458999913, 5.6079955829999335, 2.862004707999972, 3.73382704200003, 5.503259500000013, 4.781252957999982, 2.6593345409999074, 1.9816687920000504, 1.6915099169999621, 2.0239914580000686, 2.9501547500000243, 1.483794458000034, 2.0568435830000453, 2.450641874999974, 1.8197601250000162, 2.1217672920000723]","[3.9612862500000574, 3.385520917000008, 2.205719042000055, 2.389522750000083, 2.8803254580000157, 2.679350541999952, 2.668905957999982, 2.1535833339999044, 2.8577617500000088, 2.7983922079999957, 1.8957142079999585, 2.5001316249999945, 3.1194655000000466, 2.141897874999927, 1.834599207999986, 2.359367249999991, 1.8117764170000328, 1.918236458000024, 3.4983008330000303, 2.6181898330000877, 1.9715813340000068, 2.4384476669999913, 4.389767708000022, 2.8131406669999706, 1.8499339579999514, 1.8309580420000202, 2.210805583000024, 1.9936986250000928, 1.5530533339999693, 3.923277124999913, 5.607998707999968, 2.8620073329999514, 3.7338302090000752, 5.5032624169999735, 4.781255708000003, 2.659338790999982, 1.9816717500000323, 1.6915127500000153, 2.023994249999987, 2.9501576659999955, 1.4837971670000343, 2.0568468330000087, 2.450644665999903, 1.8197631670000192, 2.1217699999999695]",,1,001,2023-11-09_11h08.52.731,Intentional_binding,2022.2.5,None,
0.4,1000,exp,3,9,45,4,235.30774262499995,236.29689633399994,236.29689633399994,236.29689633399994,space,0.2620555419999846,236.96391000066663,237.294480334,237.294480334,237.294480334,300,46,"[3.9612834580000253, 3.3855182500000183, 2.205716209000002, 2.3895200000000614, 2.880322417000002, 2.6793477919999305, 2.6689032079999606, 2.153580624999904, 2.8577587500000163, 2.798388791999969, 1.8957115829999793, 2.5001290410000365, 3.1194625839999617, 2.141895708999982, 1.8345965409999963, 2.3593643330000305, 1.8117736670000113, 1.918233999999984, 3.4982977079999955, 2.6181871250000768, 1.9715783750000355, 2.438444666999999, 4.389764749999927, 2.813137875000052, 1.8499312499999405, 1.8309546670000145, 2.2108029170000236, 1.9936957080000184, 1.55305070899999, 3.923274458999913, 5.6079955829999335, 2.862004707999972, 3.73382704200003, 5.503259500000013, 4.781252957999982, 2.6593345409999074, 1.9816687920000504, 1.6915099169999621, 2.0239914580000686, 2.9501547500000243, 1.483794458000034, 2.0568435830000453, 2.450641874999974, 1.8197601250000162, 2.1217672920000723, 2.8211645830000407]","[3.9612862500000574, 3.385520917000008, 2.205719042000055, 2.389522750000083, 2.8803254580000157, 2.679350541999952, 2.668905957999982, 2.1535833339999044, 2.8577617500000088, 2.7983922079999957, 1.8957142079999585, 2.5001316249999945, 3.1194655000000466, 2.141897874999927, 1.834599207999986, 2.359367249999991, 1.8117764170000328, 1.918236458000024, 3.4983008330000303, 2.6181898330000877, 1.9715813340000068, 2.4384476669999913, 4.389767708000022, 2.8131406669999706, 1.8499339579999514, 1.8309580420000202, 2.210805583000024, 1.9936986250000928, 1.5530533339999693, 3.923277124999913, 5.607998707999968, 2.8620073329999514, 3.7338302090000752, 5.5032624169999735, 4.781255708000003, 2.659338790999982, 1.9816717500000323, 1.6915127500000153, 2.023994249999987, 2.9501576659999955, 1.4837971670000343, 2.0568468330000087, 2.450644665999903, 1.8197631670000192, 2.1217699999999695, 2.82116720800002]",237.294480334,1,001,2023-11-09_11h08.52.731,Intentional_binding,2022.2.5,None,
0.1,400,unexp,3,10,46,0,240.10739058399997,241.096674667,241.096674667,241.096674667,space,0.3951583749999372,241.6078863336667,241.93776941700003,241.93776941700003,241.93776941700003,100,47,"[3.9612834580000253, 3.3855182500000183, 2.205716209000002, 2.3895200000000614, 2.880322417000002, 2.6793477919999305, 2.6689032079999606, 2.153580624999904, 2.8577587500000163, 2.798388791999969, 1.8957115829999793, 2.5001290410000365, 3.1194625839999617, 2.141895708999982, 1.8345965409999963, 2.3593643330000305, 1.8117736670000113, 1.918233999999984, 3.4982977079999955, 2.6181871250000768, 1.9715783750000355, 2.438444666999999, 4.389764749999927, 2.813137875000052, 1.8499312499999405, 1.8309546670000145, 2.2108029170000236, 1.9936957080000184, 1.55305070899999, 3.923274458999913, 5.6079955829999335, 2.862004707999972, 3.73382704200003, 5.503259500000013, 4.781252957999982, 2.6593345409999074, 1.9816687920000504, 1.6915099169999621, 2.0239914580000686, 2.9501547500000243, 1.483794458000034, 2.0568435830000453, 2.450641874999974, 1.8197601250000162, 2.1217672920000723, 2.8211645830000407, 2.160443125000029]","[3.9612862500000574, 3.385520917000008, 2.205719042000055, 2.389522750000083, 2.8803254580000157, 2.679350541999952, 2.668905957999982, 2.1535833339999044, 2.8577617500000088, 2.7983922079999957, 1.8957142079999585, 2.5001316249999945, 3.1194655000000466, 2.141897874999927, 1.834599207999986, 2.359367249999991, 1.8117764170000328, 1.918236458000024, 3.4983008330000303, 2.6181898330000877, 1.9715813340000068, 2.4384476669999913, 4.389767708000022, 2.8131406669999706, 1.8499339579999514, 1.8309580420000202, 2.210805583000024, 1.9936986250000928, 1.5530533339999693, 3.923277124999913, 5.607998707999968, 2.8620073329999514, 3.7338302090000752, 5.5032624169999735, 4.781255708000003, 2.659338790999982, 1.9816717500000323, 1.6915127500000153, 2.023994249999987, 2.9501576659999955, 1.4837971670000343, 2.0568468330000087, 2.450644665999903, 1.8197631670000192, 2.1217699999999695, 2.82116720800002, 2.160446292000074]",241.93776941700003,1,001,2023-11-09_11h08.52.731,Intentional_binding,2022.2.5,None,
0.7,1000,exp,3,11,47,5,244.09075845899997,245.080895875,245.080895875,245.080895875,space,0.3052930420000166,246.09683745866667,246.422853959,246.422853959,246.422853959,500,48,"[3.9612834580000253, 3.3855182500000183, 2.205716209000002, 2.3895200000000614, 2.880322417000002, 2.6793477919999305, 2.6689032079999606, 2.153580624999904, 2.8577587500000163, 2.798388791999969, 1.8957115829999793, 2.5001290410000365, 3.1194625839999617, 2.141895708999982, 1.8345965409999963, 2.3593643330000305, 1.8117736670000113, 1.918233999999984, 3.4982977079999955, 2.6181871250000768, 1.9715783750000355, 2.438444666999999, 4.389764749999927, 2.813137875000052, 1.8499312499999405, 1.8309546670000145, 2.2108029170000236, 1.9936957080000184, 1.55305070899999, 3.923274458999913, 5.6079955829999335, 2.862004707999972, 3.73382704200003, 5.503259500000013, 4.781252957999982, 2.6593345409999074, 1.9816687920000504, 1.6915099169999621, 2.0239914580000686, 2.9501547500000243, 1.483794458000034, 2.0568435830000453, 2.450641874999974, 1.8197601250000162, 2.1217672920000723, 2.8211645830000407, 2.160443125000029, 2.9591334579999966]","[3.9612862500000574, 3.385520917000008, 2.205719042000055, 2.389522750000083, 2.8803254580000157, 2.679350541999952, 2.668905957999982, 2.1535833339999044, 2.8577617500000088, 2.7983922079999957, 1.8957142079999585, 2.5001316249999945, 3.1194655000000466, 2.141897874999927, 1.834599207999986, 2.359367249999991, 1.8117764170000328, 1.918236458000024, 3.4983008330000303, 2.6181898330000877, 1.9715813340000068, 2.4384476669999913, 4.389767708000022, 2.8131406669999706, 1.8499339579999514, 1.8309580420000202, 2.210805583000024, 1.9936986250000928, 1.5530533339999693, 3.923277124999913, 5.607998707999968, 2.8620073329999514, 3.7338302090000752, 5.5032624169999735, 4.781255708000003, 2.659338790999982, 1.9816717500000323, 1.6915127500000153, 2.023994249999987, 2.9501576659999955, 1.4837971670000343, 2.0568468330000087, 2.450644665999903, 1.8197631670000192, 2.1217699999999695, 2.82116720800002, 2.160446292000074, 2.959136375000071]",,1,001,2023-11-09_11h08.52.731,Intentional_binding,2022.2.5,None,
0.7,1000,exp,4,0,48,11,249.374236709,250.36387349999995,250.36387349999995,250.36387349999995,space,0.30595899999991616,251.38067079166663,251.71111062499995,251.71111062499995,251.71111062499995,300,49,"[3.9612834580000253, 3.3855182500000183, 2.205716209000002, 2.3895200000000614, 2.880322417000002, 2.6793477919999305, 2.6689032079999606, 2.153580624999904, 2.8577587500000163, 2.798388791999969, 1.8957115829999793, 2.5001290410000365, 3.1194625839999617, 2.141895708999982, 1.8345965409999963, 2.3593643330000305, 1.8117736670000113, 1.918233999999984, 3.4982977079999955, 2.6181871250000768, 1.9715783750000355, 2.438444666999999, 4.389764749999927, 2.813137875000052, 1.8499312499999405, 1.8309546670000145, 2.2108029170000236, 1.9936957080000184, 1.55305070899999, 3.923274458999913, 5.6079955829999335, 2.862004707999972, 3.73382704200003, 5.503259500000013, 4.781252957999982, 2.6593345409999074, 1.9816687920000504, 1.6915099169999621, 2.0239914580000686, 2.9501547500000243, 1.483794458000034, 2.0568435830000453, 2.450641874999974, 1.8197601250000162, 2.1217672920000723, 2.8211645830000407, 2.160443125000029, 2.9591334579999966, 2.6529014170000664]","[3.9612862500000574, 3.385520917000008, 2.205719042000055, 2.389522750000083, 2.8803254580000157, 2.679350541999952, 2.668905957999982, 2.1535833339999044, 2.8577617500000088, 2.7983922079999957, 1.8957142079999585, 2.5001316249999945, 3.1194655000000466, 2.141897874999927, 1.834599207999986, 2.359367249999991, 1.8117764170000328, 1.918236458000024, 3.4983008330000303, 2.6181898330000877, 1.9715813340000068, 2.4384476669999913, 4.389767708000022, 2.8131406669999706, 1.8499339579999514, 1.8309580420000202, 2.210805583000024, 1.9936986250000928, 1.5530533339999693, 3.923277124999913, 5.607998707999968, 2.8620073329999514, 3.7338302090000752, 5.5032624169999735, 4.781255708000003, 2.659338790999982, 1.9816717500000323, 1.6915127500000153, 2.023994249999987, 2.9501576659999955, 1.4837971670000343, 2.0568468330000087, 2.450644665999903, 1.8197631670000192, 2.1217699999999695, 2.82116720800002, 2.160446292000074, 2.959136375000071, 2.6529046250000192]",251.71111062499995,1,001,2023-11-09_11h08.52.731,Intentional_binding,2022.2.5,None,
0.4,1000,exp,4,1,49,4,254.35783816699995,255.34734549999996,255.34734549999996,255.34734549999996,space,0.3222492920000377,256.0803925416666,256.41003829199997,256.41003829199997,256.41003829199997,100,50,"[3.9612834580000253, 3.3855182500000183, 2.205716209000002, 2.3895200000000614, 2.880322417000002, 2.6793477919999305, 2.6689032079999606, 2.153580624999904, 2.8577587500000163, 2.798388791999969, 1.8957115829999793, 2.5001290410000365, 3.1194625839999617, 2.141895708999982, 1.8345965409999963, 2.3593643330000305, 1.8117736670000113, 1.918233999999984, 3.4982977079999955, 2.6181871250000768, 1.9715783750000355, 2.438444666999999, 4.389764749999927, 2.813137875000052, 1.8499312499999405, 1.8309546670000145, 2.2108029170000236, 1.9936957080000184, 1.55305070899999, 3.923274458999913, 5.6079955829999335, 2.862004707999972, 3.73382704200003, 5.503259500000013, 4.781252957999982, 2.6593345409999074, 1.9816687920000504, 1.6915099169999621, 2.0239914580000686, 2.9501547500000243, 1.483794458000034, 2.0568435830000453, 2.450641874999974, 1.8197601250000162, 2.1217672920000723, 2.8211645830000407, 2.160443125000029, 2.9591334579999966, 2.6529014170000664, 1.8546004579999362]","[3.9612862500000574, 3.385520917000008, 2.205719042000055, 2.389522750000083, 2.8803254580000157, 2.679350541999952, 2.668905957999982, 2.1535833339999044, 2.8577617500000088, 2.7983922079999957, 1.8957142079999585, 2.5001316249999945, 3.1194655000000466, 2.141897874999927, 1.834599207999986, 2.359367249999991, 1.8117764170000328, 1.918236458000024, 3.4983008330000303, 2.6181898330000877, 1.9715813340000068, 2.4384476669999913, 4.389767708000022, 2.8131406669999706, 1.8499339579999514, 1.8309580420000202, 2.210805583000024, 1.9936986250000928, 1.5530533339999693, 3.923277124999913, 5.607998707999968, 2.8620073329999514, 3.7338302090000752, 5.5032624169999735, 4.781255708000003, 2.659338790999982, 1.9816717500000323, 1.6915127500000153, 2.023994249999987, 2.9501576659999955, 1.4837971670000343, 2.0568468330000087, 2.450644665999903, 1.8197631670000192, 2.1217699999999695, 2.82116720800002, 2.160446292000074, 2.959136375000071, 2.6529046250000192, 1.8546034999999392]",256.41003829199997,1,001,2023-11-09_11h08.52.731,Intentional_binding,2022.2.5,None,
0.1,400,unexp,4,2,50,0,258.257916292,259.24741441699996,259.24741441699996,259.24741441699996,space,0.2660657919999494,259.6250119586666,259.963789334,259.963789334,259.963789334,100,51,"[3.9612834580000253, 3.3855182500000183, 2.205716209000002, 2.3895200000000614, 2.880322417000002, 2.6793477919999305, 2.6689032079999606, 2.153580624999904, 2.8577587500000163, 2.798388791999969, 1.8957115829999793, 2.5001290410000365, 3.1194625839999617, 2.141895708999982, 1.8345965409999963, 2.3593643330000305, 1.8117736670000113, 1.918233999999984, 3.4982977079999955, 2.6181871250000768, 1.9715783750000355, 2.438444666999999, 4.389764749999927, 2.813137875000052, 1.8499312499999405, 1.8309546670000145, 2.2108029170000236, 1.9936957080000184, 1.55305070899999, 3.923274458999913, 5.6079955829999335, 2.862004707999972, 3.73382704200003, 5.503259500000013, 4.781252957999982, 2.6593345409999074, 1.9816687920000504, 1.6915099169999621, 2.0239914580000686, 2.9501547500000243, 1.483794458000034, 2.0568435830000453, 2.450641874999974, 1.8197601250000162, 2.1217672920000723, 2.8211645830000407, 2.160443125000029, 2.9591334579999966, 2.6529014170000664, 1.8546004579999362, 1.967478417000052]","[3.9612862500000574, 3.385520917000008, 2.205719042000055, 2.389522750000083, 2.8803254580000157, 2.679350541999952, 2.668905957999982, 2.1535833339999044, 2.8577617500000088, 2.7983922079999957, 1.8957142079999585, 2.5001316249999945, 3.1194655000000466, 2.141897874999927, 1.834599207999986, 2.359367249999991, 1.8117764170000328, 1.918236458000024, 3.4983008330000303, 2.6181898330000877, 1.9715813340000068, 2.4384476669999913, 4.389767708000022, 2.8131406669999706, 1.8499339579999514, 1.8309580420000202, 2.210805583000024, 1.9936986250000928, 1.5530533339999693, 3.923277124999913, 5.607998707999968, 2.8620073329999514, 3.7338302090000752, 5.5032624169999735, 4.781255708000003, 2.659338790999982, 1.9816717500000323, 1.6915127500000153, 2.023994249999987, 2.9501576659999955, 1.4837971670000343, 2.0568468330000087, 2.450644665999903, 1.8197631670000192, 2.1217699999999695, 2.82116720800002, 2.160446292000074, 2.959136375000071, 2.6529046250000192, 1.8546034999999392, 1.967481375000034]",,1,001,2023-11-09_11h08.52.731,Intentional_binding,2022.2.5,None,
0.7,1000,exp,4,3,51,8,261.92461754199996,262.914848625,262.914848625,262.914848625,space,0.3350550420000218,263.9643596256666,264.29792199999997,264.29792199999997,264.29792199999997,600,52,"[3.9612834580000253, 3.3855182500000183, 2.205716209000002, 2.3895200000000614, 2.880322417000002, 2.6793477919999305, 2.6689032079999606, 2.153580624999904, 2.8577587500000163, 2.798388791999969, 1.8957115829999793, 2.5001290410000365, 3.1194625839999617, 2.141895708999982, 1.8345965409999963, 2.3593643330000305, 1.8117736670000113, 1.918233999999984, 3.4982977079999955, 2.6181871250000768, 1.9715783750000355, 2.438444666999999, 4.389764749999927, 2.813137875000052, 1.8499312499999405, 1.8309546670000145, 2.2108029170000236, 1.9936957080000184, 1.55305070899999, 3.923274458999913, 5.6079955829999335, 2.862004707999972, 3.73382704200003, 5.503259500000013, 4.781252957999982, 2.6593345409999074, 1.9816687920000504, 1.6915099169999621, 2.0239914580000686, 2.9501547500000243, 1.483794458000034, 2.0568435830000453, 2.450641874999974, 1.8197601250000162, 2.1217672920000723, 2.8211645830000407, 2.160443125000029, 2.9591334579999966, 2.6529014170000664, 1.8546004579999362, 1.967478417000052, 2.5011707910000496]","[3.9612862500000574, 3.385520917000008, 2.205719042000055, 2.389522750000083, 2.8803254580000157, 2.679350541999952, 2.668905957999982, 2.1535833339999044, 2.8577617500000088, 2.7983922079999957, 1.8957142079999585, 2.5001316249999945, 3.1194655000000466, 2.141897874999927, 1.834599207999986, 2.359367249999991, 1.8117764170000328, 1.918236458000024, 3.4983008330000303, 2.6181898330000877, 1.9715813340000068, 2.4384476669999913, 4.389767708000022, 2.8131406669999706, 1.8499339579999514, 1.8309580420000202, 2.210805583000024, 1.9936986250000928, 1.5530533339999693, 3.923277124999913, 5.607998707999968, 2.8620073329999514, 3.7338302090000752, 5.5032624169999735, 4.781255708000003, 2.659338790999982, 1.9816717500000323, 1.6915127500000153, 2.023994249999987, 2.9501576659999955, 1.4837971670000343, 2.0568468330000087, 2.450644665999903, 1.8197631670000192, 2.1217699999999695, 2.82116720800002, 2.160446292000074, 2.959136375000071, 2.6529046250000192, 1.8546034999999392, 1.967481375000034, 2.501173750000021]",,1,001,2023-11-09_11h08.52.731,Intentional_binding,2022.2.5,None,
0.4,1000,exp,4,4,52,7,266.791832292,267.781467,267.781467,267.781467,space,0.7107818750000661,268.8976645006667,269.235726292,269.235726292,269.235726292,500,53,"[3.9612834580000253, 3.3855182500000183, 2.205716209000002, 2.3895200000000614, 2.880322417000002, 2.6793477919999305, 2.6689032079999606, 2.153580624999904, 2.8577587500000163, 2.798388791999969, 1.8957115829999793, 2.5001290410000365, 3.1194625839999617, 2.141895708999982, 1.8345965409999963, 2.3593643330000305, 1.8117736670000113, 1.918233999999984, 3.4982977079999955, 2.6181871250000768, 1.9715783750000355, 2.438444666999999, 4.389764749999927, 2.813137875000052, 1.8499312499999405, 1.8309546670000145, 2.2108029170000236, 1.9936957080000184, 1.55305070899999, 3.923274458999913, 5.6079955829999335, 2.862004707999972, 3.73382704200003, 5.503259500000013, 4.781252957999982, 2.6593345409999074, 1.9816687920000504, 1.6915099169999621, 2.0239914580000686, 2.9501547500000243, 1.483794458000034, 2.0568435830000453, 2.450641874999974, 1.8197601250000162, 2.1217672920000723, 2.8211645830000407, 2.160443125000029, 2.9591334579999966, 2.6529014170000664, 1.8546004579999362, 1.967478417000052, 2.5011707910000496, 3.1473693750000393]","[3.9612862500000574, 3.385520917000008, 2.205719042000055, 2.389522750000083, 2.8803254580000157, 2.679350541999952, 2.668905957999982, 2.1535833339999044, 2.8577617500000088, 2.7983922079999957, 1.8957142079999585, 2.5001316249999945, 3.1194655000000466, 2.141897874999927, 1.834599207999986, 2.359367249999991, 1.8117764170000328, 1.918236458000024, 3.4983008330000303, 2.6181898330000877, 1.9715813340000068, 2.4384476669999913, 4.389767708000022, 2.8131406669999706, 1.8499339579999514, 1.8309580420000202, 2.210805583000024, 1.9936986250000928, 1.5530533339999693, 3.923277124999913, 5.607998707999968, 2.8620073329999514, 3.7338302090000752, 5.5032624169999735, 4.781255708000003, 2.659338790999982, 1.9816717500000323, 1.6915127500000153, 2.023994249999987, 2.9501576659999955, 1.4837971670000343, 2.0568468330000087, 2.450644665999903, 1.8197631670000192, 2.1217699999999695, 2.82116720800002, 2.160446292000074, 2.959136375000071, 2.6529046250000192, 1.8546034999999392, 1.967481375000034, 2.501173750000021, 3.147372125000061]",269.235726292,1,001,2023-11-09_11h08.52.731,Intentional_binding,2022.2.5,None,
0.4,400,unexp,4,5,53,1,272.374899584,273.3646162499999,273.3646162499999,273.3646162499999,space,0.41974104199994144,274.1981802506666,274.528548292,274.528548292,274.528548292,600,54,"[3.9612834580000253, 3.3855182500000183, 2.205716209000002, 2.3895200000000614, 2.880322417000002, 2.6793477919999305, 2.6689032079999606, 2.153580624999904, 2.8577587500000163, 2.798388791999969, 1.8957115829999793, 2.5001290410000365, 3.1194625839999617, 2.141895708999982, 1.8345965409999963, 2.3593643330000305, 1.8117736670000113, 1.918233999999984, 3.4982977079999955, 2.6181871250000768, 1.9715783750000355, 2.438444666999999, 4.389764749999927, 2.813137875000052, 1.8499312499999405, 1.8309546670000145, 2.2108029170000236, 1.9936957080000184, 1.55305070899999, 3.923274458999913, 5.6079955829999335, 2.862004707999972, 3.73382704200003, 5.503259500000013, 4.781252957999982, 2.6593345409999074, 1.9816687920000504, 1.6915099169999621, 2.0239914580000686, 2.9501547500000243, 1.483794458000034, 2.0568435830000453, 2.450641874999974, 1.8197601250000162, 2.1217672920000723, 2.8211645830000407, 2.160443125000029, 2.9591334579999966, 2.6529014170000664, 1.8546004579999362, 1.967478417000052, 2.5011707910000496, 3.1473693750000393, 3.7710440829999925]","[3.9612862500000574, 3.385520917000008, 2.205719042000055, 2.389522750000083, 2.8803254580000157, 2.679350541999952, 2.668905957999982, 2.1535833339999044, 2.8577617500000088, 2.7983922079999957, 1.8957142079999585, 2.5001316249999945, 3.1194655000000466, 2.141897874999927, 1.834599207999986, 2.359367249999991, 1.8117764170000328, 1.918236458000024, 3.4983008330000303, 2.6181898330000877, 1.9715813340000068, 2.4384476669999913, 4.389767708000022, 2.8131406669999706, 1.8499339579999514, 1.8309580420000202, 2.210805583000024, 1.9936986250000928, 1.5530533339999693, 3.923277124999913, 5.607998707999968, 2.8620073329999514, 3.7338302090000752, 5.5032624169999735, 4.781255708000003, 2.659338790999982, 1.9816717500000323, 1.6915127500000153, 2.023994249999987, 2.9501576659999955, 1.4837971670000343, 2.0568468330000087, 2.450644665999903, 1.8197631670000192, 2.1217699999999695, 2.82116720800002, 2.160446292000074, 2.959136375000071, 2.6529046250000192, 1.8546034999999392, 1.967481375000034, 2.501173750000021, 3.147372125000061, 3.7710472080000272]",274.528548292,1,001,2023-11-09_11h08.52.731,Intentional_binding,2022.2.5,None,
0.7,400,unexp,4,6,54,2,278.291894834,279.2812635,279.2812635,279.2812635,space,0.4113628329999983,280.3981757506666,280.737143459,280.737143459,280.737143459,700,55,"[3.9612834580000253, 3.3855182500000183, 2.205716209000002, 2.3895200000000614, 2.880322417000002, 2.6793477919999305, 2.6689032079999606, 2.153580624999904, 2.8577587500000163, 2.798388791999969, 1.8957115829999793, 2.5001290410000365, 3.1194625839999617, 2.141895708999982, 1.8345965409999963, 2.3593643330000305, 1.8117736670000113, 1.918233999999984, 3.4982977079999955, 2.6181871250000768, 1.9715783750000355, 2.438444666999999, 4.389764749999927, 2.813137875000052, 1.8499312499999405, 1.8309546670000145, 2.2108029170000236, 1.9936957080000184, 1.55305070899999, 3.923274458999913, 5.6079955829999335, 2.862004707999972, 3.73382704200003, 5.503259500000013, 4.781252957999982, 2.6593345409999074, 1.9816687920000504, 1.6915099169999621, 2.0239914580000686, 2.9501547500000243, 1.483794458000034, 2.0568435830000453, 2.450641874999974, 1.8197601250000162, 2.1217672920000723, 2.8211645830000407, 2.160443125000029, 2.9591334579999966, 2.6529014170000664, 1.8546004579999362, 1.967478417000052, 2.5011707910000496, 3.1473693750000393, 3.7710440829999925, 2.1611633329999904]","[3.9612862500000574, 3.385520917000008, 2.205719042000055, 2.389522750000083, 2.8803254580000157, 2.679350541999952, 2.668905957999982, 2.1535833339999044, 2.8577617500000088, 2.7983922079999957, 1.8957142079999585, 2.5001316249999945, 3.1194655000000466, 2.141897874999927, 1.834599207999986, 2.359367249999991, 1.8117764170000328, 1.918236458000024, 3.4983008330000303, 2.6181898330000877, 1.9715813340000068, 2.4384476669999913, 4.389767708000022, 2.8131406669999706, 1.8499339579999514, 1.8309580420000202, 2.210805583000024, 1.9936986250000928, 1.5530533339999693, 3.923277124999913, 5.607998707999968, 2.8620073329999514, 3.7338302090000752, 5.5032624169999735, 4.781255708000003, 2.659338790999982, 1.9816717500000323, 1.6915127500000153, 2.023994249999987, 2.9501576659999955, 1.4837971670000343, 2.0568468330000087, 2.450644665999903, 1.8197631670000192, 2.1217699999999695, 2.82116720800002, 2.160446292000074, 2.959136375000071, 2.6529046250000192, 1.8546034999999392, 1.967481375000034, 2.501173750000021, 3.147372125000061, 3.7710472080000272, 2.16116599999998]",280.737143459,1,001,2023-11-09_11h08.52.731,Intentional_binding,2022.2.5,None,
